Date,Transaction Description,Category,Amount,Type
2020-09-01,Insurance project entertainment invoice.,Salary,1809.24,Income
2020-09-01,Advance budget pharmacy bill equipment.,Utilities,1709.27,Expense
2020-09-01,Network vendor household clinic.,Entertainment,36.55,Expense
2020-09-02,Household client freelance material.,Utilities,568.56,Expense
2020-09-02,Fuel express hardware automatic annual.,Shopping,1235.7,Expense
2020-09-02,Purchase taxi invoice.,Salary,843.68,Income
2020-09-03,Mall material maintenance.,Salary,1251.52,Income
2020-09-03,Financial pharmacy shop personal.,Investment,4572.0,Income
2020-09-03,Support electricity standard order personal.,Health & Fitness,514.89,Expense
2020-09-03,Balance shop.,Health & Fitness,942.11,Expense
2020-09-03,Mall deposit purchase material health delivery.,Entertainment,1538.8,Expense
2020-09-03,Invoice standard bill weekly management interest hotel.,Shopping,1590.2,Expense
2020-09-03,Insurance interest service system hospital delivery restaurant.,Travel,1453.8,Expense
2020-09-03,Personal monthly bonus savings freelance.,Rent,901.8,Expense
2020-09-04,App budget health savings platform plan system.,Utilities,562.19,Expense
2020-09-04,Interest hotel transfer grocery standard.,Shopping,849.65,Expense
2020-09-04,Electricity net priority hardware economy payment.,Utilities,1014.42,Expense
2020-09-04,Balance online net express health.,Travel,414.91,Expense
2020-09-04,Mall personal business.,Rent,562.23,Expense
2020-09-05,Utility total online project.,Rent,1371.91,Expense
2020-09-05,Clinic platform shop software food.,Investment,2122.92,Income
2020-09-05,Tree store either station.,Other,1385.0,Income
2020-09-05,Second full boy.,Travel,1155.84,Expense
2020-09-05,Transfer clinic delivery.,Salary,223.22,Income
2020-09-06,Deal health plan credit renewal.,Salary,1228.38,Income
2020-09-06,Insurance taxi contract.,Entertainment,1820.61,Expense
2020-09-06,Management app adjustment personal.,Health & Fitness,787.15,Expense
2020-09-06,Senior difficult put.,Shopping,799.34,Expense
2020-09-06,Vendor electricity fee equipment adjustment electricity automatic.,Food & Drink,1942.46,Expense
2020-09-06,Express regular project interest special.,Travel,1244.29,Expense
2020-09-07,Water standard discount subscription.,Shopping,842.65,Expense
2020-09-07,Tools project salary app.,Travel,896.77,Expense
2020-09-07,Support hotel food digital bonus.,Utilities,1540.39,Expense
2020-09-07,Electricity freelance interest direct.,Shopping,1372.97,Expense
2020-09-07,Plan pharmacy support material daily.,Salary,1213.82,Income
2020-09-07,Hand so add mr lawyer.,Rent,1188.27,Expense
2020-09-07,Digital food financial grocery.,Rent,887.17,Expense
2020-09-07,Restaurant management material utility software.,Health & Fitness,1323.3,Expense
2020-09-07,Taxi credit charge discount.,Utilities,1775.18,Expense
2020-09-07,Food hospital.,Other,1999.72,Income
2020-09-08,Mortgage business market hospital delivery pharmacy.,Salary,798.19,Income
2020-09-08,Savings health parking.,Rent,558.63,Expense
2020-09-08,Herself police he push likely.,Entertainment,212.78,Expense
2020-09-09,Hardware economy hospital platform.,Shopping,660.49,Expense
2020-09-09,Equipment bill health bill booking.,Shopping,367.76,Expense
2020-09-09,Net fee.,Health & Fitness,1185.76,Expense
2020-09-09,Material gross flight savings service tax.,Shopping,1714.75,Expense
2020-09-09,Bill utility freelance delivery gym salary.,Salary,1521.95,Income
2020-09-09,Reward regular clinic.,Other,2880.34,Income
2020-09-10,Water pharmacy processed hotel shop network.,Travel,1736.16,Expense
2020-09-10,Regular maintenance online network service flight.,Shopping,1271.92,Expense
2020-09-11,Plan tools special equipment total platform.,Investment,2741.32,Income
2020-09-11,Delivery pharmacy.,Food & Drink,1194.8,Expense
2020-09-11,Fuel package.,Shopping,1726.36,Expense
2020-09-11,Plan clinic deal train pharmacy.,Travel,867.6,Expense
2020-09-11,Deposit train balance premium.,Salary,1610.79,Income
2020-09-11,Doctor mr.,Health & Fitness,147.22,Expense
2020-09-11,Bring animal also you.,Food & Drink,700.94,Expense
2020-09-11,Trip determine as statement.,Rent,1594.49,Expense
2020-09-11,Special account renewal salary standard.,Health & Fitness,1052.96,Expense
2020-09-12,Pharmacy invoice internet internet network.,Salary,1134.14,Income
2020-09-12,System discount fuel mall mall.,Utilities,1340.78,Expense
2020-09-12,Equipment grocery deposit mall shop client.,Shopping,154.85,Expense
2020-09-12,Management booking.,Shopping,1244.3,Expense
2020-09-12,Fee subscription standard water.,Rent,1260.68,Expense
2020-09-13,Digital shop premium annual material contract travel.,Shopping,1454.6,Expense
2020-09-13,Budget tax package bus salary.,Other,3080.74,Income
2020-09-13,Hardware online express project.,Health & Fitness,1350.53,Expense
2020-09-14,Total business business bonus discount contract.,Investment,3513.26,Income
2020-09-14,Pharmacy account delivery advance business fuel.,Travel,1146.52,Expense
2020-09-14,Premium mall food monthly grocery.,Rent,686.72,Expense
2020-09-14,Mall service system payment regular.,Entertainment,334.35,Expense
2020-09-14,Maintenance financial monthly equipment support transfer network.,Utilities,874.64,Expense
2020-09-14,Economy service bus advance package.,Salary,1801.34,Income
2020-09-15,Budget train.,Utilities,1717.02,Expense
2020-09-15,Parking service deposit annual flight digital.,Shopping,1680.45,Expense
2020-09-15,Shop client hardware hospital.,Travel,1210.59,Expense
2020-09-15,Project personal order household tax electricity.,Other,2938.18,Income
2020-09-16,Hotel standard adjustment.,Rent,834.11,Expense
2020-09-16,He we recent music.,Food & Drink,1700.66,Expense
2020-09-16,Equipment shop invoice health vendor.,Salary,803.12,Income
2020-09-16,Regular economy.,Salary,1433.22,Income
2020-09-16,Package material salary adjustment discount.,Other,3169.92,Income
2020-09-16,Purchase savings parking hardware.,Investment,2108.24,Income
2020-09-16,Clinic bus maintenance net.,Utilities,598.29,Expense
2020-09-16,Digital fee transfer payment.,Rent,1011.36,Expense
2020-09-17,Discount network pending internet.,Shopping,630.24,Expense
2020-09-17,Invoice material.,Rent,916.31,Expense
2020-09-17,Material priority gym equipment.,Salary,926.88,Income
2020-09-17,Grocery bill utility package management online.,Rent,757.14,Expense
2020-09-17,Subscription premium savings.,Rent,27.47,Expense
2020-09-17,Allow have kitchen.,Salary,1417.54,Income
2020-09-17,Software net shop.,Entertainment,1285.1,Expense
2020-09-17,Those pressure street.,Rent,872.71,Expense
2020-09-18,Maintenance advance processed reward food.,Health & Fitness,941.77,Expense
2020-09-18,Standard savings train investment support adjustment deposit.,Salary,887.55,Income
2020-09-18,Material clinic automatic water travel water processed.,Food & Drink,1745.45,Expense
2020-09-18,Vendor adjustment insurance financial credit invoice.,Utilities,183.5,Expense
2020-09-18,Client deposit platform.,Travel,1051.56,Expense
2020-09-18,Package net adjustment discount fee order pending.,Utilities,466.52,Expense
2020-09-18,Between rate name within.,Travel,1235.67,Expense
2020-09-18,Automatic internet phone transfer.,Investment,3848.95,Income
2020-09-18,Direct grocery internet.,Health & Fitness,1113.23,Expense
2020-09-18,Material net special.,Utilities,724.69,Expense
2020-09-18,Digital maintenance phone discount credit.,Health & Fitness,1327.29,Expense
2020-09-18,Adjustment special monthly transfer special.,Travel,1989.89,Expense
2020-09-18,Huge couple.,Salary,935.1,Income
2020-09-19,Taxi premium pending health market reward gym.,Food & Drink,124.01,Expense
2020-09-19,Online priority adjustment.,Investment,2189.94,Income
2020-09-19,Savings management.,Investment,3934.58,Income
2020-09-20,Travel vendor.,Utilities,399.87,Expense
2020-09-20,Special flight priority fee project fuel.,Entertainment,526.02,Expense
2020-09-20,Insurance premium insurance daily gross hotel bus.,Rent,983.26,Expense
2020-09-20,Interest fee total.,Health & Fitness,482.92,Expense
2020-09-20,Direct debit.,Utilities,320.36,Expense
2020-09-20,Shop bill special hospital daily gym deposit.,Health & Fitness,756.91,Expense
2020-09-21,Annual charge payment renewal parking.,Utilities,77.39,Expense
2020-09-21,Online market delivery.,Salary,973.04,Income
2020-09-21,Investment deal balance fuel.,Entertainment,1277.64,Expense
2020-09-22,Only spend do.,Salary,1144.0,Income
2020-09-22,Network store flight purchase.,Entertainment,1229.79,Expense
2020-09-22,Bus train train electricity service loan.,Entertainment,671.39,Expense
2020-09-22,Debit purchase standard taxi tools interest.,Salary,1196.43,Income
2020-09-22,During call north attention.,Rent,565.07,Expense
2020-09-22,Begin deep police wife.,Travel,651.39,Expense
2020-09-22,System bonus household phone phone priority purchase.,Health & Fitness,1387.55,Expense
2020-09-22,Hardware gross.,Food & Drink,455.25,Expense
2020-09-22,Support salary payment.,Food & Drink,223.11,Expense
2020-09-23,App household contract total household.,Investment,795.74,Income
2020-09-23,Restaurant personal tools vendor.,Entertainment,697.25,Expense
2020-09-23,Service tools deposit reward.,Health & Fitness,1127.76,Expense
2020-09-23,Plan clinic parking.,Shopping,721.73,Expense
2020-09-23,Able teach certain candidate economy.,Health & Fitness,67.11,Expense
2020-09-23,Produce ago.,Utilities,980.22,Expense
2020-09-23,Bonus phone entertainment hardware plan.,Rent,636.54,Expense
2020-09-24,Credit grocery salary bill taxi economy.,Entertainment,1266.63,Expense
2020-09-24,Platform debit net interest hotel entertainment hardware.,Health & Fitness,821.25,Expense
2020-09-24,Bus restaurant package support delivery hospital weekly.,Investment,3606.27,Income
2020-09-24,Mortgage subscription personal processed shop.,Other,4896.69,Income
2020-09-24,Processed entertainment package.,Salary,1587.41,Income
2020-09-24,Premium health regular platform transfer management.,Health & Fitness,1744.82,Expense
2020-09-24,App express adjustment water weekly.,Food & Drink,714.92,Expense
2020-09-24,Invoice salary.,Health & Fitness,917.46,Expense
2020-09-25,So draw food company.,Travel,687.27,Expense
2020-09-25,Investment household credit deal discount household direct.,Salary,1166.86,Income
2020-09-25,Booking freelance online client support salary.,Health & Fitness,297.9,Expense
2020-09-25,Electricity hardware budget.,Utilities,1195.07,Expense
2020-09-25,Digital total premium.,Entertainment,1001.43,Expense
2020-09-25,Food daily adjustment.,Travel,180.69,Expense
2020-09-26,Deposit management.,Health & Fitness,1655.62,Expense
2020-09-26,Renewal account.,Other,2198.97,Income
2020-09-26,Invoice water support freelance freelance pharmacy household.,Shopping,1496.36,Expense
2020-09-26,Phone transfer debit bill premium budget.,Food & Drink,1534.88,Expense
2020-09-26,Travel advance shop.,Utilities,1606.8,Expense
2020-09-26,Mall electricity train platform deal.,Investment,1125.12,Income
2020-09-26,Budget express hotel package household priority pharmacy.,Investment,3914.23,Income
2020-09-27,Water financial.,Rent,483.39,Expense
2020-09-27,Score moment second.,Travel,1116.02,Expense
2020-09-27,Mall support gym tools.,Shopping,1197.42,Expense
2020-09-27,Support gross software gross gym.,Utilities,275.1,Expense
2020-09-27,Flight contract freelance system balance purchase.,Rent,1434.64,Expense
2020-09-27,Monthly transfer material delivery advance.,Food & Drink,1646.66,Expense
2020-09-27,Feeling poor all your suggest.,Salary,1114.8,Income
2020-09-27,Annual bonus express hospital service.,Other,2630.67,Income
2020-09-27,Direct automatic deal.,Other,3965.83,Income
2020-09-27,Sing message board mean.,Entertainment,180.37,Expense
2020-09-27,Loan subscription shop investment system subscription support.,Health & Fitness,494.96,Expense
2020-09-28,Utility clinic premium deposit.,Entertainment,1380.21,Expense
2020-09-28,Fee bus annual.,Health & Fitness,74.38,Expense
2020-09-28,Internet project grocery renewal premium.,Salary,1006.94,Income
2020-09-28,Charge hardware annual credit.,Entertainment,1581.79,Expense
2020-09-28,Booking maintenance contract premium net store interest.,Entertainment,1576.27,Expense
2020-09-29,Weekly network.,Other,1843.31,Income
2020-09-29,Bus total store direct client deposit savings.,Entertainment,1080.65,Expense
2020-09-29,Equipment package mall app.,Shopping,627.01,Expense
2020-09-29,Restaurant pharmacy special budget electricity management deposit.,Health & Fitness,905.97,Expense
2020-09-29,Make travel.,Salary,1295.35,Income
2020-09-30,Digital parking loan system bonus.,Salary,667.62,Income
2020-09-30,Personal fee service equipment software mortgage debit.,Other,3117.38,Income
2020-09-30,Focus chance.,Food & Drink,195.18,Expense
2020-09-30,Automatic budget support personal client.,Entertainment,1636.75,Expense
2020-09-30,Invoice material service economy store network.,Rent,1534.32,Expense
2020-09-30,Train subscription store renewal tax bill balance.,Travel,1344.24,Expense
2020-09-30,Maintenance premium store salary bill gross software.,Investment,2649.15,Income
2020-09-30,Network advance hospital network deposit gym.,Other,1395.39,Income
2020-10-01,Transfer app.,Shopping,1100.01,Expense
2020-10-01,Budget internet.,Salary,1218.99,Income
2020-10-01,Fuel weekly booking invoice parking special.,Investment,1842.36,Income
2020-10-01,Electricity standard investment pending.,Rent,1363.83,Expense
2020-10-01,Water processed discount support order net restaurant.,Shopping,1134.65,Expense
2020-10-01,Adjustment financial internet parking.,Food & Drink,1473.84,Expense
2020-10-01,System budget.,Entertainment,674.89,Expense
2020-10-01,Mall delivery store.,Shopping,977.11,Expense
2020-10-01,Online booking client store shop.,Salary,1165.69,Income
2020-10-01,Total store.,Travel,467.33,Expense
2020-10-01,Person one republican.,Entertainment,619.35,Expense
2020-10-02,Household water bus account.,Health & Fitness,1136.3,Expense
2020-10-02,Taxi fee total loan.,Health & Fitness,251.22,Expense
2020-10-02,Financial express loan business account interest payment.,Travel,225.54,Expense
2020-10-02,Insurance software economy account contract contract gym.,Health & Fitness,1374.68,Expense
2020-10-02,Advance subscription material.,Other,3208.63,Income
2020-10-02,Gym economy utility salary.,Other,3409.55,Income
2020-10-02,Utility water phone personal utility.,Utilities,1384.42,Expense
2020-10-03,Business flight salary transfer train bill reward.,Utilities,628.09,Expense
2020-10-03,Support vendor online mall subscription.,Other,936.93,Income
2020-10-03,Premium monthly tax hotel maintenance weekly.,Other,3819.79,Income
